accession_name	genome_accession	Sequence_abundance	Adjusted_ANI	Eff_cov	Contig_name	completeness	contamination	contigs	taxonomy	species	sample_name	fermented_food
7857_134_S202	FontanaF_2023__SRR20746951__bin.4	20.0613	98.87	76	NODE_1_length_333540_cov_36.9994_ID_1661	99.8	0.04	46	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus	Lacticaseibacillus paracasei	FF0134_jasper_hill_farm_willoughby	cheese
7857_134_S202	We2_bin.full.36	22.4772	100	47	s13.ctg000020c	100	0.91	2	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Pseudoalteromonas	Pseudoalteromonas prydzensis	FF0134_jasper_hill_farm_willoughby	cheese
7857_134_S202	MAG_501	1.9828	99.65	9.236	MAG_501_0	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus lactis	FF0134_jasper_hill_farm_willoughby	cheese
7857_134_S202	ODFM-BA-A-0160-001_Vibrio_casei_JB196	1.7811	99.37	4.762	"ODFM-BA-A-0160-001_Vibrio_casei_JB196_NZ_QPGL01000001.1 Vibrio casei strain JB196 SAMN07141174.101, whole genome shotgun sequence"	96.01	0.84	9	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio	Vibrio casei	FF0134_jasper_hill_farm_willoughby	cheese
7857_134_S202	O4_bin.circ.1	1.1032	99.87	3.495	s2.ctg000004c	99.73	1.57	1	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter	Psychrobacter alimentarius	FF0134_jasper_hill_farm_willoughby	cheese
7857_134_S202	MASTER_WP4_TEAGASC_1__TGS06-22__bin.15	0.8674	98.66	1.989	TGS06-22_k141_29	93.3885142	2.407520948	685	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinomonadaceae;Marinomonas	Marinomonas polaris	FF0134_jasper_hill_farm_willoughby	cheese
7857_134_S202	181	0.6036	99.35	1.731	NODE_1_length_2153466_cov_48.443198	99.53	0.62	12	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter	Psychrobacter sp014861395	FF0134_jasper_hill_farm_willoughby	cheese
7857_134_S202	We2_bin.full.44	0.1568	100	0.43	s39.ctg000053c	96.08	1.45	2	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio	Vibrio spp.	FF0134_jasper_hill_farm_willoughby	cheese
7857_134_S202	FalardeauJ_2023__SRR20811282__bin.3	0.1517	98.64	0.427	NODE_2_length_290670_cov_80.9780_ID_5607	99.98	0.09	101	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Pseudoalteromonas	Pseudoalteromonas nigrifaciens	FF0134_jasper_hill_farm_willoughby	cheese
7857_134_S202	MASTER_WP4_CSIC_2__P2545__bin.25	0.5073	99.3	0.349	P2545_k141_46	54.7	4.9	4372	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum	Geotrichum candidum	FF0134_jasper_hill_farm_willoughby	cheese
7857_134_S202	MAG_323	0.0521	98.28	0.154	MAG_323_0	99.74	0	89	Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Glutamicibacter	Glutamicibacter arilaitensis	FF0134_jasper_hill_farm_willoughby	cheese
7857_134_S202	175	0.0397	97.71	0.125	NODE_1_length_737246_cov_23.277366	99.73	0.88	15	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter	Psychrobacter sp900163785	FF0134_jasper_hill_farm_willoughby	cheese
7857_134_S202	WolfeBE_2014__491_Bayley__bin.8	0.0451	98.99	0.123	491_Bayley_k119_105	100	0.584795322	204	Actinomycetota;Actinomycetes;Actinomycetales;Dermabacteraceae;Brachybacterium	Brachybacterium alimentarium	FF0134_jasper_hill_farm_willoughby	cheese
7857_134_S202	We6_bin.circ.9	0.0469	98.52	0.114	s34.ctg000041c	100	0	1	Actinomycetota;Actinomycetes;Actinomycetales;Brevibacteriaceae;Brevibacterium	Brevibacterium aurantiacum	FF0134_jasper_hill_farm_willoughby	cheese
7857_134_S202	MASTER_WP4_FFoQSI_2__VB11-29__bin.23	0.0195	97.87	0.065	VB11-29_k141_43	92.90448343	0	305	Actinomycetota;Actinomycetes;Actinomycetales;Dermabacteraceae;Brachybacterium	Brachybacterium sp030457675	FF0134_jasper_hill_farm_willoughby	cheese
7857_134_S202	WolfeBE_2014__771_Tarentaise__bin.3	0.0235	98.38	0.059	771_Tarentaise_k119_227	98.5380117	0.584795322	90	Actinomycetota;Actinomycetes;Actinomycetales;Dermabacteraceae;Brachybacterium	Brachybacterium tyrofermentans	FF0134_jasper_hill_farm_willoughby	cheese
7857_134_S202	MASTER_WP4_FFoQSI_1__VB-09-BD__bin.42	0.1515	98.9	0.057	VB-09-BD_k141_339	95.6	0.1	799	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium	Fusarium domesticum	FF0134_jasper_hill_farm_willoughby	cheese
7857_134_S202	160	0.0108	98.24	0.037	NODE_1_length_2974664_cov_32.099464	99.33	0.51	3	Actinomycetota;Actinomycetes;Actinomycetales;Microbacteriaceae;Microbacterium	Microbacterium gubbeenense	FF0134_jasper_hill_farm_willoughby	cheese
7857_134_S202	MASTER_WP4_UNINA_1__GO005_71775__bin.6	0.0239	99.81	0.022	GO005_71775_k141_129	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces	Debaryomyces hansenii group 1	FF0134_jasper_hill_farm_willoughby	cheese
7857_238_S257	MotaGutierrezJ_2021__SRR11602153__bin.4	17.3521	99.73	39	NODE_1_length_695767_cov_46.0000_ID_85857	100	0.13	33	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	Bacillus subtilis	FF0238_amazake	amazake
7857_238_S257	GCA_008274985.1_ASM827498v1_genomic	75.616	95.57	17	GCA_008274985.1_ASM827498v1_genomic_CP035530.1 Aspergillus sojae strain SMF134 chromosome 1	100	0	8	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus	Aspergillus sojae	FF0238_amazake	amazake
7857_238_S257	EBC_088.5	4.1272	98.34	8.984	EBC_088.5_EBC_088_scaffold_95	98.33	0.72	84	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	Bacillus glycinifermentans	FF0238_amazake	amazake
7857_238_S257	TomarS_2023__SRR15925267__bin.15	0.6809	99.9	1.564	NODE_1_length_226747_cov_170.6923_ID_63368	99.98	0.04	66	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	Bacillus licheniformis	FF0238_amazake	amazake
7857_238_S257	Wy2_bin.circ.1	0.1928	99.86	0.945	s8.ctg000010c	99.89	0.15	1	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	Streptococcus thermophilus	FF0238_amazake	amazake
7857_238_S257	CM_UNINA_FFOOD__FFOOD_425__bin.9	0.1887	99.02	0.915	NODE_1_length_598382_cov_75.9985_ID_32759	99.98	0	9	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus acidilactici	FF0238_amazake	amazake
7857_238_S257	CM_UNINA_FFOOD__FFOOD_286__bin.4	0.2371	98.19	0.893	NODE_10_length_98713_cov_16.0000_ID_19272	97.93	0.17	171	Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Rothia	Rothia kristinae	FF0238_amazake	amazake
7857_238_S257	We6_bin.full.31	0.3523	98.59	0.822	s8.ctg000009l	100	0.43	1	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Vreelandella	Vreelandella casei	FF0238_amazake	amazake
7857_238_S257	ODFM-BA-A-0009-005_Bacillus_velezensis_YJ11-1-4	0.2465	98.72	0.555	"ODFM-BA-A-0009-005_Bacillus_velezensis_YJ11-1-4_NZ_CP011347.1 Bacillus velezensis strain YJ11-1-4 chromosome, complete genome"	99.73	0.12	1	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	Bacillus velezensis	FF0238_amazake	amazake
7857_238_S257	FontanaF_2023__SRR20746951__bin.4	0.1573	98.85	0.504	NODE_1_length_333540_cov_36.9994_ID_1661	99.8	0.04	46	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus	Lacticaseibacillus paracasei	FF0238_amazake	amazake
7857_238_S257	YuY_2022__SRR16950702__bin.15	0.133	96.9	0.471	NODE_20_length_111749_cov_59.3787_ID_38744	71.05	0.49	264	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	Bacillus altitudinis	FF0238_amazake	amazake
7857_238_S257	MAG_501	0.0893	99.53	0.352	MAG_501_0	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus lactis	FF0238_amazake	amazake
7857_238_S257	MAG_30	0.1343	97.35	0.329	MAG_30_0	54.4	5.5	951	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	Bacillus paralicheniformis	FF0238_amazake	amazake
7857_238_S257	AlvarezOrdonezA_xxxx__Q06-25__bin.5	0.0475	98.09	0.178	Q06-25_k141_1135	99.79794993	0.113697164	88	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus	Staphylococcus epidermidis	FF0238_amazake	amazake
7857_238_S257	LeechJ_2020__ERS3967691__bin.13	0.0365	98.29	0.169	ERS3967691_k141_96	92.61758691	1.533742331	211	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella cibaria	FF0238_amazake	amazake
7857_238_S257	MASTER_WP4_FFoQSI_1__VB-16-M16__bin.2	0.0371	96.78	0.151	VB-16-M16_k141_258	97.81420765	0.819672131	105	Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Ruoffia	Ruoffia tabacinasalis	FF0238_amazake	amazake
7857_238_S257	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101	0.0425	97.18	0.134	"ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence"	99.62	0	53	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B lactis	FF0238_amazake	amazake
7857_238_S257	181	0.0497	98.16	0.121	NODE_1_length_2153466_cov_48.443198	99.53	0.62	12	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter	Psychrobacter sp014861395	FF0238_amazake	amazake
7857_238_S257	FalardeauJ_2023__SRR20811285__bin.2	0.0332	99.08	0.107	NODE_1_length_1022137_cov_101.0084_ID_918	100	0.06	20	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus	Staphylococcus xylosus	FF0238_amazake	amazake
7857_238_S257	KharnaiorP_2023__SRR22859379__bin.8	0.0187	99.1	0.106	NODE_3_length_161229_cov_37.0000_ID_62026	99.96	0.01	43	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus pentosaceus	FF0238_amazake	amazake
7857_238_S257	MASTER_WP4_FFoQSI_1__VB-14D__bin.48	0.0381	98.58	0.104	VB-14D_k141_403	99.13793103	0.75811359	114	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Vreelandella	Vreelandella spp.	FF0238_amazake	amazake
7857_238_S257	AlvarezOrdonezA_xxxx__Q05-22__bin.4	0.0224	97.92	0.088	Q05-22_k141_51	99.33774834	0	80	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Tetragenococcus	Tetragenococcus halophilus	FF0238_amazake	amazake
7857_238_S257	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6	0.0159	99.96	0.081	WK002-1-L-48h-01F6_S30_k141_2565	100	0	16	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc falkenbergense	FF0238_amazake	amazake
7857_238_S257	YangC_2021__SRR13259378__bin.4	0.0206	96.77	0.067	NODE_1_length_474995_cov_31.9992_ID_148470	99.93	0.07	102	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus	Staphylococcus equorum	FF0238_amazake	amazake
7857_238_S257	MASTER_WP4_FFoQSI_1__VB-12D__bin.11	0.0155	99.08	0.056	VB-12D_k141_1575	99.82399755	0.168350168	38	Actinomycetota;Actinomycetes;Actinomycetales;Microbacteriaceae;Agrococcus	Agrococcus casei	FF0238_amazake	amazake
7857_238_S257	MASTER_WP4_TEAGASC_1__TGS04-28__bin.25	0.0222	96.75	0.054	TGS04-28_k141_219	97.93771044	2.064293731	125	Actinomycetota;Actinomycetes;Actinomycetales;Microbacteriaceae;Microbacterium	Microbacterium sp900163665	FF0238_amazake	amazake
7857_238_S257	YuY_2022__SRR16950700__bin.23	0.0112	99.21	0.051	NODE_137_length_39565_cov_54.0000_ID_37700	94.14	3.41	270	Bacillota;Bacilli;Bacillales;Bacillaceae_H;Priestia	Priestia megaterium	FF0238_amazake	amazake
7857_238_S257	We6_bin.circ.9	0.0247	98.27	0.051	s34.ctg000041c	100	0	1	Actinomycetota;Actinomycetes;Actinomycetales;Brevibacteriaceae;Brevibacterium	Brevibacterium aurantiacum	FF0238_amazake	amazake
7857_238_S257	160	0.0144	97.52	0.042	NODE_1_length_2974664_cov_32.099464	99.33	0.51	3	Actinomycetota;Actinomycetes;Actinomycetales;Microbacteriaceae;Microbacterium	Microbacterium gubbeenense	FF0238_amazake	amazake
7857_238_S257	WolfeBE_2014__771_Tarentaise__bin.3	0.0182	98.44	0.039	771_Tarentaise_k119_227	98.5380117	0.584795322	90	Actinomycetota;Actinomycetes;Actinomycetales;Dermabacteraceae;Brachybacterium	Brachybacterium tyrofermentans	FF0238_amazake	amazake
7857_238_S257	DeFilippisF_xxxx__DF_100__bin.17	0.0093	97.83	0.034	DF_100_k141_188	98.36065574	1.548269581	77	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Marinilactibacillus	Marinilactibacillus psychrotolerans	FF0238_amazake	amazake
7857_238_S257	We2_bin.full.36	0.0146	98.35	0.026	s13.ctg000020c	100	0.91	2	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Pseudoalteromonas	Pseudoalteromonas prydzensis	FF0238_amazake	amazake
7857_200_S233	LandisEA_2021__SRS5653155__bin.1	30.5741	99.98	50	SRS5653155_k141_354	98.9375	0	31	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	Lentilactobacillus parabuchneri	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	GCF_019656015.1_ASM1965601v1_genomic	20.7606	99.82	43	"GCF_019656015.1_ASM1965601v1_genomic_NZ_BPKW01000001.1 Leuconostoc inhae strain DSM 15101 contig1, whole genome shotgun sequence"	99.44	0.11	35	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc inhae A	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	GCF_016861655.1_ASM1686165v1_genomic	11.9186	96.96	16	"GCF_016861655.1_ASM1686165v1_genomic_NZ_BOLN01000001.1 Levilactobacillus lanxiensis strain 13B17 contig1, whole genome shotgun sequence"	99.38	0	24	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus lanxiensis	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	MAG_515	5.1687	99.56	9.322	MAG_515_0	70.87	5.17	441	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	Lentilactobacillus sunkii	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	LeechJ_2020__ERS3967692__bin.3	5.7682	99.84	8.78	ERS3967692_k141_68	83.13443073	3.395061728	507	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus spp.	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	MortensenS_xxxx__WK062-2-G-48h-05H5_S120__bin.3	5.6613	98.84	7.903	WK062-2-G-48h-05H5_S120_k141_82	98	0.15625	387	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	Lentilactobacillus diolivorans	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	FalardeauJ_2023__SRR20811279__bin.3	5.7733	99.57	7.546	NODE_1_length_274429_cov_22.9992_ID_7781	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus plantarum	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	LeechJ_2020__ERS3967741__bin.9	2.512	99.65	5.511	ERS3967741_k141_666	99.12609238	0	19	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc gasicomitatum	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5	2.229	99.63	5.329	WK028-2-L-48h-03A1_S20_k141_3165	99.88764045	0	19	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc citreum	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	GCF_005404945.1_ASM540494v1_genomic	2.6343	96.86	3.7	"GCF_005404945.1_ASM540494v1_genomic_NZ_BJDG01000001.1 Lactiplantibacillus pingfangensis strain 382-1 contig1, whole genome shotgun sequence"	99.38	1.23	59	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus pingfangensis	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	MASTER_WP4_UNINA_1__FI010_71775__bin.21	2.1109	99.51	3.566	FI010_71775_k141_8995	92.38163598	1.047120419	77	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus	Companilactobacillus alimentarius	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	FontanaF_2023__SRR20746951__bin.4	1.6096	99.38	2.327	NODE_1_length_333540_cov_36.9994_ID_1661	99.8	0.04	46	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus	Lacticaseibacillus paracasei	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	CM_UNINA_FFOOD__FFOOD_229__bin.10	0.5534	99.89	1.437	NODE_1_length_371145_cov_15.9998_ID_63609	99.85	0.07	21	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc carnosum	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072	0.6362	99.68	1.273	"ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072_NZ_CP025136.1 Lactobacillus sakei strain WiKim0072 chromosome, complete genome"	99.46	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus	Latilactobacillus sakei	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	GCF_000298875.1_ASM29887v1_genomic	0.4879	98.03	1.048	"GCF_000298875.1_ASM29887v1_genomic_NC_018631.1 Leuconostoc gelidum JB7, complete sequence"	99.44	0.19	1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc gelidum	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	MotaGutierrezJ_2021__SRR11602150__bin.9	0.5149	98.77	0.905	NODE_36_length_112572_cov_15.0000_ID_47355	99.42	0	110	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus brevis	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	GCF_002872255.1_ASM287225v1_genomic	0.229	98.91	0.361	"GCF_002872255.1_ASM287225v1_genomic_NZ_NIPR01000001.1 Companilactobacillus nuruki strain SYF10-1a 1, whole genome shotgun sequence"	99.48	1.11	64	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus	Companilactobacillus nuruki	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	LandisEA_2021__SRS5653152__bin.2	0.1633	98.9	0.261	SRS5653152_k141_1211	99.45652174	1.358695652	18	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Furfurilactobacillus	Furfurilactobacillus milii	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	GCF_009913915.1_ASM991391v1_genomic	0.1273	99.56	0.251	"GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome"	100	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc mesenteroides	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	GCF_001435445.1_ASM143544v1_genomic	0.136	96.21	0.201	"GCF_001435445.1_ASM143544v1_genomic_NZ_AZDH01000001.1 Companilactobacillus kimchii DSM 13961 = JCM 10707 strain DSM 13961 NODE_1, whole genome shotgun sequence"	99.48	2.09	25	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus	Companilactobacillus kimchii	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	DeFilippisF_xxxx__DF_100__bin.11	0.0974	97.98	0.189	DF_100_k141_184	96.98113208	1.682389937	94	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus_A	Lactococcus A carnosus	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	DeFilippisF_xxxx__DF_30__bin.3	0.0982	96.64	0.179	DF_30_k141_145	99.0625	0	101	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	Lentilactobacillus buchneri	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	MAG_116	0.0491	96.14	0.176	MAG_116_0	51.9	1.59	467	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc pseudomesenteroides	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	LandisEA_2021__SRS5653132__bin.1	0.0421	97.83	0.089	SRS5653132_k141_92	99.38271605	0.019290123	48	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus inopinatus	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	Wy2_bin.circ.1	0.0377	96.16	0.083	s8.ctg000010c	99.89	0.15	1	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	Streptococcus thermophilus	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	CM_UNINA_FFOOD__FFOOD_245__bin.2	0.0241	95.77	0.065	NODE_1_length_160535_cov_17.2789_ID_55527	99.58	0.22	34	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc lactis	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	AlvarezOrdonezA_xxxx__C05-18__bin.6	0.0291	98.73	0.062	C05-18_k141_315	62.65122265	0.455598456	667	Actinomycetota;Actinomycetes;Actinomycetales;Dermatophilaceae;Dermacoccus	Dermacoccus nishinomiyaensis	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	GCF_005405385.1_ASM540538v1_genomic	0.0381	97.16	0.047	"GCF_005405385.1_ASM540538v1_genomic_NZ_BJDY01000001.1 Lactiplantibacillus mudanjiangensis strain 11050 contig1, whole genome shotgun sequence"	99.07	1.34	13	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus mudanjiangensis	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_200_S233	GCF_001433825.1_ASM143382v1_genomic	0.0158	100	0.042	"GCF_001433825.1_ASM143382v1_genomic_NZ_AZCK01000001.1 Apilactobacillus kunkeei DSM 12361 = ATCC 700308 strain DSM 12361 NODE_1, whole genome shotgun sequence"	98.07	1.25	18	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Apilactobacillus	Apilactobacillus kunkeei	FF0200_wise_goat_honey_fermented_garlic	garlic
7857_218_S240	LeechJ_xxxx__AF53__bin.10	27.057	97.32	1.422	AF53_k141_67	62.43849788	0.065486296	939	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	Clostridium saccharobutylicum	FF0218_burlap_&_barrel_white_peppercorns	peppercorns
7857_218_S240	FalardeauJ_2023__SRR20811285__bin.2	26.5298	99.61	1.218	NODE_1_length_1022137_cov_101.0084_ID_918	100	0.06	20	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus	Staphylococcus xylosus	FF0218_burlap_&_barrel_white_peppercorns	peppercorns
7857_218_S240	YuY_2022__SRR16950702__bin.15	5.7428	98.88	0.289	NODE_20_length_111749_cov_59.3787_ID_38744	71.05	0.49	264	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	Bacillus altitudinis	FF0218_burlap_&_barrel_white_peppercorns	peppercorns
7857_218_S240	LeechJ_xxxx__AF66__bin.10	5.2297	95.74	0.285	AF66_k141_123	56.71442781	1.66218638	987	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	Clostridium beijerinckii	FF0218_burlap_&_barrel_white_peppercorns	peppercorns
7857_218_S240	MotaGutierrezJ_2021__SRR11602153__bin.4	4.5565	98.55	0.146	NODE_1_length_695767_cov_46.0000_ID_85857	100	0.13	33	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	Bacillus subtilis	FF0218_burlap_&_barrel_white_peppercorns	peppercorns
7857_218_S240	178	2.3929	99.03	0.12	NODE_1_length_739497_cov_43.169039	98.9	1.1	13	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus	Staphylococcus carnosus	FF0218_burlap_&_barrel_white_peppercorns	peppercorns
7857_218_S240	KharnaiorP_2023__SRR22859377__bin.19	2.6569	95.98	0.099	NODE_192_length_32237_cov_27.0000_ID_122339	99.76	1.73	544	Actinomycetota;Actinomycetes;Actinomycetales;Dermabacteraceae;Brachybacterium	Brachybacterium conglomeratum	FF0218_burlap_&_barrel_white_peppercorns	peppercorns
7857_218_S240	YuY_2022__SRR16950700__bin.23	1.082	99	0.07	NODE_137_length_39565_cov_54.0000_ID_37700	94.14	3.41	270	Bacillota;Bacilli;Bacillales;Bacillaceae_H;Priestia	Priestia megaterium	FF0218_burlap_&_barrel_white_peppercorns	peppercorns
7857_218_S240	CM_UNINA_FFOOD__FFOOD_266__bin.6	2.6063	96.55	0.065	NODE_1_length_400287_cov_21.9997_ID_32608	79.16	1.36	227	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E	Pseudomonas E simiae	FF0218_burlap_&_barrel_white_peppercorns	peppercorns
7857_218_S240	MAG_312	1.5628	96.54	0.058	MAG_312_0	99.73	0.05	90	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	Acinetobacter baumannii	FF0218_burlap_&_barrel_white_peppercorns	peppercorns
7857_218_S240	MotaGutierrezJ_2021__SRR11602140__bin.22	1.6496	98.41	0.058	NODE_306_length_23997_cov_9.0000_ID_64100	76.3	2.56	977	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	Pantoea dispersa	FF0218_burlap_&_barrel_white_peppercorns	peppercorns
7857_218_S240	GCF_004136575.1_ASM413657v1_genomic	1.091	95.27	0.048	"GCF_004136575.1_ASM413657v1_genomic_NZ_NOIQ01000010.1 Rothia koreensis strain JCM 15915 NODE_10_length_77117_cov_31.1513, whole genome shotgun sequence"	99.67	0	44	Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Rothia	Rothia koreensis	FF0218_burlap_&_barrel_white_peppercorns	peppercorns
